刺刀（★） | 表面淬火 (久经沙场)max,2354.61,刺刀（★） | 表面淬火 (久经沙场)buff,1509.5,845.1100000000001
刺刀（★） | 表面淬火 (略有磨损)max,2588.22,刺刀（★） | 表面淬火 (略有磨损)buff,1739,849.2199999999998
刺刀（★） | 表面淬火 (破损不堪)max,2098.39,刺刀（★） | 表面淬火 (破损不堪)igxe,1339.50,758.8899999999999
刺刀（★） | 都市伪装 (久经沙场)igxe,864.90,刺刀（★） | 都市伪装 (久经沙场)max,1050.30,-185.39999999999998
刺刀（★） | 都市伪装 (战痕累累)igxe,836.82,刺刀（★） | 都市伪装 (战痕累累)max,1188.04,-351.2199999999999
刺刀（★） | 都市伪装 (略有磨损)buff,974.99,刺刀（★） | 都市伪装 (略有磨损)igxe,1048.00,-73.00999999999999
刺刀（★） | 都市伪装 (破损不堪)buff,820.8,刺刀（★） | 都市伪装 (破损不堪)max,1154.12,-333.31999999999994
刺刀（★） | 黑色层压板 (久经沙场)max,1983.73,刺刀（★） | 黑色层压板 (久经沙场)buff,1350,633.73
刺刀（★） | 黑色层压板 (战痕累累)max,2008.48,刺刀（★） | 黑色层压板 (战痕累累)buff,1339.5,668.98
刺刀（★） | 黑色层压板 (略有磨损)max,2090.10,刺刀（★） | 黑色层压板 (略有磨损)buff,1440,650.0999999999999
刺刀（★） | 黑色层压板 (破损不堪)max,1815.48,刺刀（★） | 黑色层压板 (破损不堪)buff,1301,514.48
弯刀（★ StatTrak™）max,821.78,弯刀（★ StatTrak™）buff,673,148.77999999999997
弯刀（★ StatTrak™） | 人工染色 (略有磨损)igxe,888.00,弯刀（★ StatTrak™） | 人工染色 (略有磨损)buff,565,323.0
弯刀（★ StatTrak™） | 传说 (略有磨损)max,1999.05,弯刀（★ StatTrak™） | 传说 (略有磨损)buff,1058.9,940.1499999999999
弯刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂)max,2040.66,弯刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂)buff,1362,678.6600000000001
弯刀（★ StatTrak™） | 大马士革钢 (崭新出厂)igxe,998.00,弯刀（★ StatTrak™） | 大马士革钢 (崭新出厂)max,1353.08,-355.0799999999999
弯刀（★ StatTrak™） | 枯焦之色 (战痕累累)max,754.28,弯刀（★ StatTrak™） | 枯焦之色 (战痕累累)buff,440,314.28
弯刀（★ StatTrak™） | 森林 DDPAT (久经沙场)max,821.84,弯刀（★ StatTrak™） | 森林 DDPAT (久经沙场)igxe,445.00,376.84000000000003
弯刀（★ StatTrak™） | 渐变之色 (崭新出厂)max,1854.08,弯刀（★ StatTrak™） | 渐变之色 (崭新出厂)buff,1260,594.0799999999999
弯刀（★ StatTrak™） | 澄澈之水 (略有磨损)max,950.22,弯刀（★ StatTrak™） | 澄澈之水 (略有磨损)buff,642,308.22
弯刀（★ StatTrak™） | 澄澈之水 (破损不堪)max,982.45,弯刀（★ StatTrak™） | 澄澈之水 (破损不堪)buff,529.98,452.47
弯刀（★ StatTrak™） | 狩猎网格 (久经沙场)max,622.75,弯刀（★ StatTrak™） | 狩猎网格 (久经沙场)buff,400,222.75
弯刀（★ StatTrak™） | 自动化 (久经沙场)igxe,900.00,弯刀（★ StatTrak™） | 自动化 (久经沙场)max,1110.51,-210.51
弯刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)max,735.88,弯刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)buff,532,203.88
弯刀（★ StatTrak™） | 蓝钢 (久经沙场)max,927.81,弯刀（★ StatTrak™） | 蓝钢 (久经沙场)buff,697.9,229.90999999999997
弯刀（★ StatTrak™） | 都市伪装 (战痕累累)max,703.17,弯刀（★ StatTrak™） | 都市伪装 (战痕累累)buff,494.87,208.29999999999995
弯刀（★ StatTrak™） | 黑色层压板 (战痕累累)max,797.09,弯刀（★ StatTrak™） | 黑色层压板 (战痕累累)buff,529.5,267.59000000000003
弯刀（★ StatTrak™） | 黑色层压板 (略有磨损)max,831.41,弯刀（★ StatTrak™） | 黑色层压板 (略有磨损)buff,602.9,228.51
弯刀（★）max,720.22,弯刀（★）buff,568.3,151.92000000000007
弯刀（★） | 人工染色 (久经沙场)max,568.50,弯刀（★） | 人工染色 (久经沙场)buff,398.99,169.51
弯刀（★） | 人工染色 (战痕累累)max,559.07,弯刀（★） | 人工染色 (战痕累累)buff,409.94,149.13000000000005
弯刀（★） | 人工染色 (略有磨损)max,537.99,弯刀（★） | 人工染色 (略有磨损)buff,438.7,99.29000000000002
弯刀（★） | 传说 (久经沙场)igxe,780.00,弯刀（★） | 传说 (久经沙场)max,1019.79,-239.78999999999996
弯刀（★） | 传说 (崭新出厂)max,1651.65,弯刀（★） | 传说 (崭新出厂)buff,1109,542.6500000000001
弯刀（★） | 传说 (略有磨损)igxe,908.00,弯刀（★） | 传说 (略有磨损)max,1272.74,-364.74
弯刀（★） | 传说 (破损不堪)buff,760,弯刀（★） | 传说 (破损不堪)max,1179.95,-419.95000000000005
弯刀（★） | 伽玛多普勒 (崭新出厂)max,1573.11,弯刀（★） | 伽玛多普勒 (崭新出厂)buff,1229.9,343.2099999999998
弯刀（★） | 伽玛多普勒 (略有磨损)max,1977.77,弯刀（★） | 伽玛多普勒 (略有磨损)buff,1333.97,643.8
