M9 刺刀（★ StatTrak™） | 人工染色 (略有磨损)max 2305.13 M9 刺刀（★ StatTrak™） | 人工染色 (略有磨损)buff 1570 735.130
暗影双匕（★） | 自动化 (久经沙场)max 600.61 暗影双匕（★） | 自动化 (久经沙场)buff 420 180.610
暗影双匕（★） | 自动化 (略有磨损)max 586.09 暗影双匕（★） | 自动化 (略有磨损)buff 498.5 87.590
暗影双匕（★） | 自由之手 (久经沙场)max 607.37 暗影双匕（★） | 自由之手 (久经沙场)buff 428.5 178.870
暗影双匕（★） | 自由之手 (崭新出厂)max 703.30 暗影双匕（★） | 自由之手 (崭新出厂)buff 512 191.300
暗影双匕（★） | 致命紫罗兰 (久经沙场)max 493.37 暗影双匕（★） | 致命紫罗兰 (久经沙场)buff 386.9 106.470
暗影双匕（★） | 致命紫罗兰 (略有磨损)max 614.06 暗影双匕（★） | 致命紫罗兰 (略有磨损)buff 443 171.060
暗影双匕（★） | 虎牙 (崭新出厂)max 789.66 暗影双匕（★） | 虎牙 (崭新出厂)buff 569 220.660
暗影双匕（★） | 表面淬火 (久经沙场)max 713.13 暗影双匕（★） | 表面淬火 (久经沙场)buff 514.99 198.140
暗影双匕（★） | 表面淬火 (战痕累累)max 602.95 暗影双匕（★） | 表面淬火 (战痕累累)buff 445 157.950
暗影双匕（★） | 表面淬火 (略有磨损)max 792.54 暗影双匕（★） | 表面淬火 (略有磨损)buff 555.05 237.490
暗影双匕（★） | 都市伪装 (战痕累累)max 485.95 暗影双匕（★） | 都市伪装 (战痕累累)buff 339.99 145.960
暗影双匕（★） | 黑色层压板 (久经沙场)max 518.46 暗影双匕（★） | 黑色层压板 (久经沙场)buff 382.3 136.160
暗影双匕（★） | 黑色层压板 (略有磨损)max 553.78 暗影双匕（★） | 黑色层压板 (略有磨损)buff 399.98 153.800
求生匕首（★ StatTrak™） | 人工染色 (久经沙场)max 916.44 求生匕首（★ StatTrak™） | 人工染色 (久经沙场)buff 634.9 281.540
求生匕首（★ StatTrak™） | 人工染色 (破损不堪)max 835.22 求生匕首（★ StatTrak™） | 人工染色 (破损不堪)buff 680 155.220
求生匕首（★ StatTrak™） | 北方森林 (久经沙场)max 725.44 求生匕首（★ StatTrak™） | 北方森林 (久经沙场)buff 473.48 251.960
求生匕首（★ StatTrak™） | 森林 DDPAT (久经沙场)max 707.98 求生匕首（★ StatTrak™） | 森林 DDPAT (久经沙场)buff 460 247.980
求生匕首（★ StatTrak™） | 渐变之色 (崭新出厂)max 3101.26 求生匕首（★ StatTrak™） | 渐变之色 (崭新出厂)igxe 2050.00 1051.260
求生匕首（★ StatTrak™） | 狩猎网格 (久经沙场)igxe 680.00 求生匕首（★ StatTrak™） | 狩猎网格 (久经沙场)buff 434.4 245.600
求生匕首（★ StatTrak™） | 狩猎网格 (略有磨损)igxe 550.00 求生匕首（★ StatTrak™） | 狩猎网格 (略有磨损)max 1223.04 -673.040
求生匕首（★）buff 928 求生匕首（★）max 1229.85 -301.850
求生匕首（★） | 人工染色 (久经沙场)max 754.34 求生匕首（★） | 人工染色 (久经沙场)buff 549 205.340
求生匕首（★） | 人工染色 (略有磨损)max 878.91 求生匕首（★） | 人工染色 (略有磨损)buff 609.88 269.030
求生匕首（★） | 人工染色 (破损不堪)max 727.38 求生匕首（★） | 人工染色 (破损不堪)buff 520 207.380
求生匕首（★） | 北方森林 (久经沙场)max 598.34 求生匕首（★） | 北方森林 (久经沙场)buff 432 166.340
求生匕首（★） | 北方森林 (略有磨损)max 686.44 求生匕首（★） | 北方森林 (略有磨损)buff 480 206.440
求生匕首（★） | 夜色 (久经沙场)max 672.12 求生匕首（★） | 夜色 (久经沙场)buff 514.5 157.620
求生匕首（★） | 夜色 (战痕累累)max 666.44 求生匕首（★） | 夜色 (战痕累累)buff 460 206.440
求生匕首（★） | 夜色 (略有磨损)max 850.62 求生匕首（★） | 夜色 (略有磨损)buff 617.4 233.220
求生匕首（★） | 屠夫 (崭新出厂)max 1860.77 求生匕首（★） | 屠夫 (崭新出厂)buff 1324 536.770
求生匕首（★） | 屠夫 (略有磨损)max 1607.29 求生匕首（★） | 屠夫 (略有磨损)buff 1219 388.290
求生匕首（★） | 枯焦之色 (战痕累累)max 581.68 求生匕首（★） | 枯焦之色 (战痕累累)buff 409.7 171.980
求生匕首（★） | 枯焦之色 (略有磨损)max 572.91 求生匕首（★） | 枯焦之色 (略有磨损)buff 449.5 123.410
求生匕首（★） | 枯焦之色 (破损不堪)max 575.93 求生匕首（★） | 枯焦之色 (破损不堪)buff 428 147.930
求生匕首（★） | 森林 DDPAT (久经沙场)max 587.23 求生匕首（★） | 森林 DDPAT (久经沙场)buff 428 159.230
求生匕首（★） | 森林 DDPAT (战痕累累)max 559.54 求生匕首（★） | 森林 DDPAT (战痕累累)buff 415.9 143.640
求生匕首（★） | 森林 DDPAT (略有磨损)max 690.45 求生匕首（★） | 森林 DDPAT (略有磨损)igxe 470.00 220.450
求生匕首（★） | 深红之网 (久经沙场)max 1550.63 求生匕首（★） | 深红之网 (久经沙场)buff 1148 402.630
求生匕首（★） | 深红之网 (崭新出厂)max 9300.00 求生匕首（★） | 深红之网 (崭新出厂)igxe 199999.00 -190699.000
求生匕首（★） | 深红之网 (略有磨损)max 2561.93 求生匕首（★） | 深红之网 (略有磨损)buff 1800 761.930
求生匕首（★） | 深红之网 (破损不堪)max 1973.36 求生匕首（★） | 深红之网 (破损不堪)buff 1050 923.360
求生匕首（★） | 渐变之色 (崭新出厂)max 2800.89 求生匕首（★） | 渐变之色 (崭新出厂)buff 2009 791.890
求生匕首（★） | 狩猎网格 (久经沙场)max 554.72 求生匕首（★） | 狩猎网格 (久经沙场)buff 403.5 151.220
求生匕首（★） | 蓝钢 (久经沙场)max 765.71 求生匕首（★） | 蓝钢 (久经沙场)buff 557 208.710
求生匕首（★） | 蓝钢 (破损不堪)max 699.89 求生匕首（★） | 蓝钢 (破损不堪)buff 525 174.890
求生匕首（★） | 表面淬火 (战痕累累)max 890.75 求生匕首（★） | 表面淬火 (战痕累累)buff 611.48 279.270
求生匕首（★） | 表面淬火 (略有磨损)igxe 955.16 求生匕首（★） | 表面淬火 (略有磨损)max 1302.30 -347.140
求生匕首（★） | 表面淬火 (破损不堪)max 929.62 求生匕首（★） | 表面淬火 (破损不堪)buff 659.3 270.320
求生匕首（★） | 都市伪装 (久经沙场)max 597.62 求生匕首（★） | 都市伪装 (久经沙场)buff 435 162.620
求生匕首（★） | 都市伪装 (战痕累累)max 579.47 求生匕首（★） | 都市伪装 (战痕累累)buff 419.1 160.370
求生匕首（★） | 都市伪装 (略有磨损)max 728.72 求生匕首（★） | 都市伪装 (略有磨损)buff 497 231.720
求生匕首（★） | 都市伪装 (破损不堪)max 626.97 求生匕首（★） | 都市伪装 (破损不堪)buff 438 188.970
流浪者匕首（★ StatTrak™） | 人工染色 (久经沙场)max 1752.93 流浪者匕首（★ StatTrak™） | 人工染色 (久经沙场)buff 1090 662.930
流浪者匕首（★ StatTrak™） | 人工染色 (略有磨损)max 2578.85 流浪者匕首（★ StatTrak™） | 人工染色 (略有磨损)buff 1270 1308.850
流浪者匕首（★ StatTrak™） | 夜色 (略有磨损)max 1471.76 流浪者匕首（★ StatTrak™） | 夜色 (略有磨损)buff 1029.5 442.260
流浪者匕首（★ StatTrak™） | 枯焦之色 (久经沙场)max 808.86 流浪者匕首（★ StatTrak™） | 枯焦之色 (久经沙场)buff 589 219.860
流浪者匕首（★ StatTrak™） | 森林 DDPAT (久经沙场)max 877.51 流浪者匕首（★ StatTrak™） | 森林 DDPAT (久经沙场)buff 616 261.510
流浪者匕首（★ StatTrak™） | 深红之网 (略有磨损)max 7031.52 流浪者匕首（★ StatTrak™） | 深红之网 (略有磨损)buff 3599 3432.520
流浪者匕首（★ StatTrak™） | 渐变之色 (崭新出厂)max 6977.80 流浪者匕首（★ StatTrak™） | 渐变之色 (崭新出厂)buff 4420 2557.800
流浪者匕首（★ StatTrak™） | 狩猎网格 (久经沙场)max 707.18 流浪者匕首（★ StatTrak™） | 狩猎网格 (久经沙场)buff 594.5 112.680
流浪者匕首（★ StatTrak™） | 表面淬火 (破损不堪)max 1992.76 流浪者匕首（★ StatTrak™） | 表面淬火 (破损不堪)buff 1200 792.760
流浪者匕首（★ StatTrak™） | 都市伪装 (久经沙场)igxe 694.00 流浪者匕首（★ StatTrak™） | 都市伪装 (久经沙场)max 1087.23 -393.230
流浪者匕首（★ StatTrak™） | 都市伪装 (战痕累累)max 848.74 流浪者匕首（★ StatTrak™） | 都市伪装 (战痕累累)buff 609 239.740
流浪者匕首（★）max 2696.12 流浪者匕首（★）buff 1891 805.120
流浪者匕首（★） | 人工染色 (久经沙场)max 1473.79 流浪者匕首（★） | 人工染色 (久经沙场)buff 1100 373.790
流浪者匕首（★） | 人工染色 (略有磨损)max 1728.91 流浪者匕首（★） | 人工染色 (略有磨损)buff 1270 458.910
流浪者匕首（★） | 人工染色 (破损不堪)igxe 950.00 流浪者匕首（★） | 人工染色 (破损不堪)max 1279.56 -329.560
流浪者匕首（★） | 北方森林 (久经沙场)max 873.09 流浪者匕首（★） | 北方森林 (久经沙场)buff 681.5 191.590
流浪者匕首（★） | 北方森林 (战痕累累)max 857.03 流浪者匕首（★） | 北方森林 (战痕累累)buff 578 279.030
流浪者匕首（★） | 夜色 (战痕累累)igxe 653.00 流浪者匕首（★） | 夜色 (战痕累累)max 1031.06 -378.060
流浪者匕首（★） | 屠夫 (久经沙场)max 2687.49 流浪者匕首（★） | 屠夫 (久经沙场)buff 1915 772.490
流浪者匕首（★） | 屠夫 (崭新出厂)max 3311.45 流浪者匕首（★） | 屠夫 (崭新出厂)buff 2330 981.450
流浪者匕首（★） | 屠夫 (略有磨损)max 2615.00 流浪者匕首（★） | 屠夫 (略有磨损)buff 2048 567.000
流浪者匕首（★） | 枯焦之色 (久经沙场)max 761.61 流浪者匕首（★） | 枯焦之色 (久经沙场)buff 585 176.610
流浪者匕首（★） | 枯焦之色 (战痕累累)max 810.94 流浪者匕首（★） | 枯焦之色 (战痕累累)igxe 580.00 230.940
流浪者匕首（★） | 枯焦之色 (略有磨损)max 947.08 流浪者匕首（★） | 枯焦之色 (略有磨损)buff 645 302.080
流浪者匕首（★） | 枯焦之色 (破损不堪)igxe 590.00 流浪者匕首（★） | 枯焦之色 (破损不堪)max 2710.11 -2120.110
流浪者匕首（★） | 森林 DDPAT (久经沙场)max 808.86 流浪者匕首（★） | 森林 DDPAT (久经沙场)buff 607.5 201.360
流浪者匕首（★） | 森林 DDPAT (战痕累累)max 925.79 流浪者匕首（★） | 森林 DDPAT (战痕累累)buff 573.5 352.290
流浪者匕首（★） | 森林 DDPAT (略有磨损)igxe 742.00 流浪者匕首（★） | 森林 DDPAT (略有磨损)max 1012.10 -270.100
流浪者匕首（★） | 森林 DDPAT (破损不堪)max 874.49 流浪者匕首（★） | 森林 DDPAT (破损不堪)buff 584.2 290.290
流浪者匕首（★） | 深红之网 (久经沙场)max 3369.51 流浪者匕首（★） | 深红之网 (久经沙场)igxe 2129.99 1239.520
流浪者匕首（★） | 深红之网 (战痕累累)max 1740.69 流浪者匕首（★） | 深红之网 (战痕累累)buff 1208.95 531.740
流浪者匕首（★） | 深红之网 (破损不堪)max 2437.23 流浪者匕首（★） | 深红之网 (破损不堪)buff 1720 717.230
流浪者匕首（★） | 渐变之色 (崭新出厂)max 5526.66 流浪者匕首（★） | 渐变之色 (崭新出厂)buff 4438.88 1087.780
流浪者匕首（★） | 渐变之色 (略有磨损)max 5501.09 流浪者匕首（★） | 渐变之色 (略有磨损)buff 4460 1041.090
流浪者匕首（★） | 狩猎网格 (久经沙场)max 742.57 流浪者匕首（★） | 狩猎网格 (久经沙场)buff 582.5 160.070
流浪者匕首（★） | 狩猎网格 (战痕累累)max 765.55 流浪者匕首（★） | 狩猎网格 (战痕累累)buff 562 203.550
流浪者匕首（★） | 狩猎网格 (略有磨损)max 888.47 流浪者匕首（★） | 狩猎网格 (略有磨损)buff 619 269.470
流浪者匕首（★） | 狩猎网格 (破损不堪)max 699.42 流浪者匕首（★） | 狩猎网格 (破损不堪)buff 575 124.420
流浪者匕首（★） | 蓝钢 (久经沙场)max 1537.32 流浪者匕首（★） | 蓝钢 (久经沙场)buff 1229.5 307.820
流浪者匕首（★） | 蓝钢 (略有磨损)max 1820.36 流浪者匕首（★） | 蓝钢 (略有磨损)buff 1384.99 435.370
流浪者匕首（★） | 蓝钢 (破损不堪)max 1458.98 流浪者匕首（★） | 蓝钢 (破损不堪)buff 1029.99 428.990
流浪者匕首（★） | 表面淬火 (久经沙场)max 2291.73 流浪者匕首（★） | 表面淬火 (久经沙场)buff 1464 827.730
流浪者匕首（★） | 表面淬火 (崭新出厂)max 5447.95 流浪者匕首（★） | 表面淬火 (崭新出厂)buff 3199.99 2247.960
流浪者匕首（★） | 表面淬火 (战痕累累)max 1288.27 流浪者匕首（★） | 表面淬火 (战痕累累)buff 1020 268.270
流浪者匕首（★） | 都市伪装 (久经沙场)max 950.14 流浪者匕首（★） | 都市伪装 (久经沙场)buff 662 288.140
流浪者匕首（★） | 都市伪装 (战痕累累)max 909.88 流浪者匕首（★） | 都市伪装 (战痕累累)buff 579.99 329.890
流浪者匕首（★） | 都市伪装 (略有磨损)igxe 885.00 流浪者匕首（★） | 都市伪装 (略有磨损)max 1111.24 -226.240
流浪者匕首（★） | 都市伪装 (破损不堪)max 859.31 流浪者匕首（★） | 都市伪装 (破损不堪)buff 610 249.310
海豹短刀（★ StatTrak™） | 人工染色 (破损不堪)max 888.21 海豹短刀（★ StatTrak™） | 人工染色 (破损不堪)buff 627.99 260.220
海豹短刀（★ StatTrak™） | 北方森林 (久经沙场)max 814.17 海豹短刀（★ StatTrak™） | 北方森林 (久经沙场)buff 559 255.170
海豹短刀（★ StatTrak™） | 夜色 (久经沙场)igxe 946.60 海豹短刀（★ StatTrak™） | 夜色 (久经沙场)buff 719.9 226.700
海豹短刀（★ StatTrak™） | 森林 DDPAT (久经沙场)max 849.02 海豹短刀（★ StatTrak™） | 森林 DDPAT (久经沙场)igxe 539.00 310.020
海豹短刀（★ StatTrak™） | 深红之网 (久经沙场)max 2198.67 海豹短刀（★ StatTrak™） | 深红之网 (久经沙场)buff 1400 798.670
海豹短刀（★ StatTrak™） | 表面淬火 (久经沙场)max 2225.10 海豹短刀（★ StatTrak™） | 表面淬火 (久经沙场)buff 1121 1104.100
海豹短刀（★ StatTrak™） | 表面淬火 (略有磨损)igxe 3999.00 海豹短刀（★ StatTrak™） | 表面淬火 (略有磨损)buff 1200 2799.000
海豹短刀（★ StatTrak™） | 都市伪装 (略有磨损)buff 688.5 海豹短刀（★ StatTrak™） | 都市伪装 (略有磨损)max 1464.83 -776.330
海豹短刀（★ StatTrak™） | 都市伪装 (破损不堪)max 767.72 海豹短刀（★ StatTrak™） | 都市伪装 (破损不堪)buff 640 127.720
海豹短刀（★）max 1955.30 海豹短刀（★）buff 1460 495.300
海豹短刀（★） | 人工染色 (久经沙场)max 844.65 海豹短刀（★） | 人工染色 (久经沙场)buff 609 235.650
海豹短刀（★） | 人工染色 (崭新出厂)igxe 945.00 海豹短刀（★） | 人工染色 (崭新出厂)max 1279.83 -334.830
海豹短刀（★） | 人工染色 (略有磨损)max 973.63 海豹短刀（★） | 人工染色 (略有磨损)buff 680 293.630
海豹短刀（★） | 北方森林 (久经沙场)max 714.07 海豹短刀（★） | 北方森林 (久经沙场)igxe 526.78 187.290
海豹短刀（★） | 北方森林 (战痕累累)max 814.77 海豹短刀（★） | 北方森林 (战痕累累)igxe 528.44 286.330
海豹短刀（★） | 北方森林 (略有磨损)max 780.53 海豹短刀（★） | 北方森林 (略有磨损)buff 545 235.530
海豹短刀（★） | 北方森林 (破损不堪)max 942.86 海豹短刀（★） | 北方森林 (破损不堪)buff 635 307.860
海豹短刀（★） | 夜色 (久经沙场)max 838.05 海豹短刀（★） | 夜色 (久经沙场)igxe 628.00 210.050
海豹短刀（★） | 夜色 (战痕累累)max 972.30 海豹短刀（★） | 夜色 (战痕累累)buff 699 273.300
海豹短刀（★） | 夜色 (略有磨损)igxe 699.00 海豹短刀（★） | 夜色 (略有磨损)max 1395.56 -696.560
海豹短刀（★） | 夜色 (破损不堪)igxe 830.00 海豹短刀（★） | 夜色 (破损不堪)max 1396.01 -566.010
海豹短刀（★） | 屠夫 (久经沙场)max 1813.66 海豹短刀（★） | 屠夫 (久经沙场)buff 1330 483.660
海豹短刀（★） | 屠夫 (崭新出厂)max 2289.90 海豹短刀（★） | 屠夫 (崭新出厂)buff 1670 619.900
海豹短刀（★） | 屠夫 (略有磨损)max 1751.94 海豹短刀（★） | 屠夫 (略有磨损)buff 1289.5 462.440
海豹短刀（★） | 枯焦之色 (久经沙场)max 672.19 海豹短刀（★） | 枯焦之色 (久经沙场)buff 527.5 144.690
海豹短刀（★） | 枯焦之色 (战痕累累)max 713.80 海豹短刀（★） | 枯焦之色 (战痕累累)buff 499 214.800
海豹短刀（★） | 枯焦之色 (略有磨损)max 646.11 海豹短刀（★） | 枯焦之色 (略有磨损)buff 530 116.110
海豹短刀（★） | 枯焦之色 (破损不堪)max 852.88 海豹短刀（★） | 枯焦之色 (破损不堪)buff 582 270.880
海豹短刀（★） | 森林 DDPAT (久经沙场)max 668.45 海豹短刀（★） | 森林 DDPAT (久经沙场)buff 501 167.450
海豹短刀（★） | 森林 DDPAT (战痕累累)max 736.82 海豹短刀（★） | 森林 DDPAT (战痕累累)buff 509.4 227.420
海豹短刀（★） | 森林 DDPAT (略有磨损)max 639.88 海豹短刀（★） | 森林 DDPAT (略有磨损)buff 516 123.880
海豹短刀（★） | 森林 DDPAT (破损不堪)igxe 600.00 海豹短刀（★） | 森林 DDPAT (破损不堪)max 1833.81 -1233.810
海豹短刀（★） | 深红之网 (久经沙场)max 2085.86 海豹短刀（★） | 深红之网 (久经沙场)buff 1324 761.860
海豹短刀（★） | 深红之网 (崭新出厂)buff 9600 海豹短刀（★） | 深红之网 (崭新出厂)max 10089.47 -489.470
海豹短刀（★） | 深红之网 (战痕累累)max 1599.05 海豹短刀（★） | 深红之网 (战痕累累)buff 1029 570.050
海豹短刀（★） | 深红之网 (略有磨损)max 2386.99 海豹短刀（★） | 深红之网 (略有磨损)buff 1369 1017.990
海豹短刀（★） | 渐变之色 (崭新出厂)max 4003.58 海豹短刀（★） | 渐变之色 (崭新出厂)buff 2719 1284.580
海豹短刀（★） | 狩猎网格 (久经沙场)max 666.91 海豹短刀（★） | 狩猎网格 (久经沙场)buff 489.5 177.410
海豹短刀（★） | 狩猎网格 (战痕累累)max 658.15 海豹短刀（★） | 狩猎网格 (战痕累累)igxe 493.52 164.630
海豹短刀（★） | 狩猎网格 (略有磨损)max 752.78 海豹短刀（★） | 狩猎网格 (略有磨损)buff 505 247.780
海豹短刀（★） | 狩猎网格 (破损不堪)max 700.55 海豹短刀（★） | 狩猎网格 (破损不堪)buff 490 210.550
海豹短刀（★） | 蓝钢 (破损不堪)max 881.39 海豹短刀（★） | 蓝钢 (破损不堪)buff 609.99 271.400
海豹短刀（★） | 表面淬火 (久经沙场)igxe 903.99 海豹短刀（★） | 表面淬火 (久经沙场)max 1215.80 -311.810
海豹短刀（★） | 表面淬火 (崭新出厂)max 3519.44 海豹短刀（★） | 表面淬火 (崭新出厂)buff 1779.49 1739.950
海豹短刀（★） | 表面淬火 (战痕累累)igxe 798.99 海豹短刀（★） | 表面淬火 (战痕累累)max 1029.79 -230.800
海豹短刀（★） | 表面淬火 (破损不堪)igxe 785.00 海豹短刀（★） | 表面淬火 (破损不堪)max 1116.06 -331.060
海豹短刀（★） | 都市伪装 (久经沙场)max 644.57 海豹短刀（★） | 都市伪装 (久经沙场)buff 499 145.570
海豹短刀（★） | 都市伪装 (略有磨损)max 750.60 海豹短刀（★） | 都市伪装 (略有磨损)buff 505 245.600
海豹短刀（★） | 都市伪装 (破损不堪)max 773.31 海豹短刀（★） | 都市伪装 (破损不堪)buff 525 248.310
熊刀（★ StatTrak™）max 1288.61 熊刀（★ StatTrak™）buff 1004.3 284.310
熊刀（★ StatTrak™） | 人工染色 (略有磨损)igxe 800.00 熊刀（★ StatTrak™） | 人工染色 (略有磨损)max 1112.11 -312.110
熊刀（★ StatTrak™） | 北方森林 (久经沙场)max 711.68 熊刀（★ StatTrak™） | 北方森林 (久经沙场)buff 500 211.680
熊刀（★ StatTrak™） | 外表生锈 (战痕累累)max 819.10 熊刀（★ StatTrak™） | 外表生锈 (战痕累累)igxe 568.00 251.100
熊刀（★ StatTrak™） | 夜色 (战痕累累)igxe 631.23 熊刀（★ StatTrak™） | 夜色 (战痕累累)max 1010.96 -379.730
熊刀（★ StatTrak™） | 大马士革钢 (久经沙场)max 904.66 熊刀（★ StatTrak™） | 大马士革钢 (久经沙场)buff 615 289.660
熊刀（★ StatTrak™） | 枯焦之色 (久经沙场)max 633.66 熊刀（★ StatTrak™） | 枯焦之色 (久经沙场)buff 500 133.660
熊刀（★ StatTrak™） | 森林 DDPAT (久经沙场)max 729.52 熊刀（★ StatTrak™） | 森林 DDPAT (久经沙场)buff 500 229.520
熊刀（★ StatTrak™） | 深红之网 (久经沙场)max 1777.48 熊刀（★ StatTrak™） | 深红之网 (久经沙场)buff 1280 497.480
熊刀（★ StatTrak™） | 深红之网 (战痕累累)max 1449.78 熊刀（★ StatTrak™） | 深红之网 (战痕累累)buff 1049.5 400.280
熊刀（★ StatTrak™） | 深红之网 (破损不堪)max 2473.73 熊刀（★ StatTrak™） | 深红之网 (破损不堪)buff 1449.5 1024.230
熊刀（★ StatTrak™） | 渐变大理石 (崭新出厂)max 2154.01 熊刀（★ StatTrak™） | 渐变大理石 (崭新出厂)buff 1795 359.010
熊刀（★ StatTrak™） | 狩猎网格 (战痕累累)max 671.52 熊刀（★ StatTrak™） | 狩猎网格 (战痕累累)buff 480 191.520
熊刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)igxe 822.00 熊刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)max 1159.87 -337.870
熊刀（★ StatTrak™） | 表面淬火 (久经沙场)buff 985.88 熊刀（★ StatTrak™） | 表面淬火 (久经沙场)igxe 1095.80 -109.920
熊刀（★）buff 980 熊刀（★）max 1213.60 -233.600
熊刀（★） | 人工染色 (久经沙场)max 761.54 熊刀（★） | 人工染色 (久经沙场)buff 556.99 204.550
熊刀（★） | 人工染色 (略有磨损)max 816.83 熊刀（★） | 人工染色 (略有磨损)buff 605 211.830
熊刀（★） | 人工染色 (破损不堪)max 784.21 熊刀（★） | 人工染色 (破损不堪)buff 529.5 254.710
熊刀（★） | 北方森林 (久经沙场)max 597.62 熊刀（★） | 北方森林 (久经沙场)igxe 476.50 121.120
熊刀（★） | 外表生锈 (战痕累累)max 696.74 熊刀（★） | 外表生锈 (战痕累累)buff 498.5 198.240
熊刀（★） | 多普勒 (崭新出厂)max 2075.89 熊刀（★） | 多普勒 (崭新出厂)buff 1525 550.890
熊刀（★） | 夜色 (久经沙场)max 689.78 熊刀（★） | 夜色 (久经沙场)buff 540 149.780
熊刀（★） | 夜色 (战痕累累)max 706.63 熊刀（★） | 夜色 (战痕累累)buff 484.5 222.130
熊刀（★） | 夜色 (略有磨损)max 966.99 熊刀（★） | 夜色 (略有磨损)buff 665 301.990
熊刀（★） | 大马士革钢 (久经沙场)max 786.22 熊刀（★） | 大马士革钢 (久经沙场)buff 573.5 212.720
熊刀（★） | 大马士革钢 (崭新出厂)igxe 737.00 熊刀（★） | 大马士革钢 (崭新出厂)max 1024.24 -287.240
熊刀（★） | 大马士革钢 (略有磨损)max 934.30 熊刀（★） | 大马士革钢 (略有磨损)buff 660 274.300
熊刀（★） | 屠夫 (久经沙场)max 2196.13 熊刀（★） | 屠夫 (久经沙场)buff 1315.5 880.630
熊刀（★） | 屠夫 (略有磨损)max 2049.01 熊刀（★） | 屠夫 (略有磨损)buff 1383.5 665.510
熊刀（★） | 枯焦之色 (久经沙场)max 608.05 熊刀（★） | 枯焦之色 (久经沙场)buff 449.88 158.170
熊刀（★） | 枯焦之色 (战痕累累)max 613.34 熊刀（★） | 枯焦之色 (战痕累累)buff 446.5 166.840
熊刀（★） | 枯焦之色 (略有磨损)max 608.26 熊刀（★） | 枯焦之色 (略有磨损)buff 488 120.260
熊刀（★） | 枯焦之色 (破损不堪)max 674.00 熊刀（★） | 枯焦之色 (破损不堪)buff 459 215.000
熊刀（★） | 森林 DDPAT (久经沙场)max 656.07 熊刀（★） | 森林 DDPAT (久经沙场)buff 469 187.070
熊刀（★） | 森林 DDPAT (崭新出厂)max 1853.52 熊刀（★） | 森林 DDPAT (崭新出厂)buff 1030 823.520
熊刀（★） | 森林 DDPAT (战痕累累)max 620.56 熊刀（★） | 森林 DDPAT (战痕累累)buff 449 171.560
熊刀（★） | 森林 DDPAT (略有磨损)max 721.43 熊刀（★） | 森林 DDPAT (略有磨损)buff 540 181.430
熊刀（★） | 森林 DDPAT (破损不堪)max 702.95 熊刀（★） | 森林 DDPAT (破损不堪)buff 459.5 243.450
熊刀（★） | 深红之网 (久经沙场)max 1872.58 熊刀（★） | 深红之网 (久经沙场)buff 1302 570.580
熊刀（★） | 深红之网 (战痕累累)igxe 888.88 熊刀（★） | 深红之网 (战痕累累)max 1243.80 -354.920
熊刀（★） | 深红之网 (略有磨损)max 3339.69 熊刀（★） | 深红之网 (略有磨损)igxe 2145.00 1194.690
熊刀（★） | 深红之网 (破损不堪)max 2002.33 熊刀（★） | 深红之网 (破损不堪)buff 1194.99 807.340
熊刀（★） | 渐变之色 (崭新出厂)max 2841.98 熊刀（★） | 渐变之色 (崭新出厂)buff 2375 466.980
熊刀（★） | 渐变之色 (略有磨损)max 3101.26 熊刀（★） | 渐变之色 (略有磨损)buff 2350 751.260
熊刀（★） | 渐变大理石 (崭新出厂)max 2302.88 熊刀（★） | 渐变大理石 (崭新出厂)buff 1709 593.880
熊刀（★） | 狩猎网格 (久经沙场)max 632.33 熊刀（★） | 狩猎网格 (久经沙场)buff 448.5 183.830
熊刀（★） | 狩猎网格 (略有磨损)max 717.00 熊刀（★） | 狩猎网格 (略有磨损)buff 485 232.000
熊刀（★） | 狩猎网格 (破损不堪)max 647.04 熊刀（★） | 狩猎网格 (破损不堪)buff 450 197.040
熊刀（★） | 致命紫罗兰 (久经沙场)max 911.62 熊刀（★） | 致命紫罗兰 (久经沙场)buff 716.4 195.220
熊刀（★） | 致命紫罗兰 (战痕累累)max 796.85 熊刀（★） | 致命紫罗兰 (战痕累累)buff 576 220.850
熊刀（★） | 致命紫罗兰 (略有磨损)max 1453.93 熊刀（★） | 致命紫罗兰 (略有磨损)buff 1012 441.930
熊刀（★） | 致命紫罗兰 (破损不堪)max 914.96 熊刀（★） | 致命紫罗兰 (破损不堪)buff 690 224.960
熊刀（★） | 蓝钢 (久经沙场)max 788.93 熊刀（★） | 蓝钢 (久经沙场)buff 592.5 196.430
熊刀（★） | 蓝钢 (战痕累累)max 788.83 熊刀（★） | 蓝钢 (战痕累累)buff 565 223.830
熊刀（★） | 蓝钢 (略有磨损)max 952.21 熊刀（★） | 蓝钢 (略有磨损)buff 663.5 288.710
熊刀（★） | 虎牙 (崭新出厂)max 1730.79 熊刀（★） | 虎牙 (崭新出厂)buff 1340 390.790
熊刀（★） | 虎牙 (略有磨损)max 1870.91 熊刀（★） | 虎牙 (略有磨损)igxe 1330.00 540.910
熊刀（★） | 表面淬火 (久经沙场)igxe 826.00 熊刀（★） | 表面淬火 (久经沙场)max 1237.95 -411.950
熊刀（★） | 表面淬火 (崭新出厂)igxe 1998.00 熊刀（★） | 表面淬火 (崭新出厂)buff 1349.8 648.200
